"id";"winerys";"winetype";"country";"region";"averages";"reviews";"images";"winename"
334;"ROBERT SINSKEY";"Rose";"united states";"los carneros";4.2;87;"https://images.vivino.com/thumbs/Tdaodpr5SIqmaVqoeRgMQA_pb_x300.png";"PINOT NOIR OF VIN GRIS 2018"
335;"DOMAINE DU CASTEL";"Rose";"israel";"jerusalem";4.2;85;"https://images.vivino.com/thumbs/KXb-lXq_T8WPcy3P0Ulwhw_pb_x300.png";"ROSÉ DU CASTEL 2016"
336;"FRANZ HAAS";"Rose";"I";"südtirol - alto adige";4.2;85;"https://images.vivino.com/thumbs/vrIIWtC_Rcq-5EdiqvRTFQ_pb_x300.png";"MOSCATO ROSA SCHWEIZER 2013"
337;"BROTTE";"Rose";"FR";"côtes de provence";4.2;85;"https://images.vivino.com/thumbs/KUqXWIx8RASsdhscCt4VVw_pb_x300.png";"CÔTES DE PROVENCE PÈRE ANSELME ROSÈ 2018"
338;"OLIVER";"Rose";"united states";"indiana";4.2;82;"https://images.vivino.com/thumbs/E2bv6SbeTwSwZddIxnAfsw_pb_x300.png";"BLUEBERRY MOSCATO N.V."
339;"CANTALUPO";"Rose";"I";"colline novaresi";4.2;80;"https://images.vivino.com/thumbs/ilHzbamqSiWL3uEnnNqmaQ_pb_x300.png";"IL MIMO NEBBIOLO COLLINE NOVARESI 2009"
340;"CHÊNE BLEU";"Rose";"FR";"vaucluse";4.2;80;"https://images.vivino.com/thumbs/h49M-L__QcCQ4x84n4QwYQ_pb_x300.png";"ROSÉ 2017"
341;"CHÂTEAU D'ESCLANS";"Rose";"FR";"côtes de provence";4.2;79;"https://images.vivino.com/thumbs/67wqpawVTKGh1Ibl--Zr1w_pb_x300.png";"LES CLANS ROSÉ 2017"
342;"STEININGER";"Rose";"austria";"niederösterreich";4.2;78;"https://images.vivino.com/thumbs/NnKNncAtRZqZ9Z0I54lTbw_pb_x300.png";"CABERNET SAUVIGNON ROSÉ 2016"
343;"BERRI ESTATES";"Rose";"australia";"south eastern australia";4.2;78;"https://images.vivino.com/thumbs/aofLsnU9ScmUMob8JhTSuw_pb_x300.png";"ROSÉ 2016"
344;"CHÂTEAU DE MAUNY";"Rose";"FR";"rosé d'anjou";4.2;77;"https://images.vivino.com/thumbs/PCbRdyZDS8SS5cntxL0rrw_pb_x300.png";"ROSÉ D'ANJOU 2017"
345;"CHÂTEAU D'ESCLANS";"Rose";"FR";"côtes de provence";4.2;74;"https://images.vivino.com/thumbs/NGq7QIE3QwSE0cAKrvPuTA_pb_x300.png";"GARRUS ROSÉ 2011"
346;"MATTHIASSON";"Rose";"united states";"napa valley";4.2;73;"https://images.vivino.com/thumbs/jZT-TbjrRzaWoP1g9bcjUw_pb_x300.png";"ROSÉ 2015"
347;"L'ANGLORE - ERIC PFIFFERLING";"Rose";"FR";"tavel";4.2;72;"https://images.vivino.com/thumbs/QlIar-lNTGO4UWMhuNE7gQ_pb_x300.png";"TAVEL 2017"
348;"WÖLFFER ESTATE";"Rose";"united states";"long island";4.2;73;"https://images.vivino.com/thumbs/J0Dp6I3eREma6PrZSQPwew_pb_x300.png";"SUMMER IN A BOTTLE ROSÉ 2014"
349;"NEW AGE";"Rose";"argentina";"mendoza";4.2;72;"https://images.vivino.com/thumbs/EO2kbEePSXq8jWKW-FW36w_pb_x300.png";"ROSADO (DULCE NATURAL) 2018"
350;"LA VIDAUBANAISE";"Rose";"FR";"côtes de provence";4.2;72;"https://images.vivino.com/thumbs/7Y2nTl4OR5SmdM-R7wkLQA_pb_x300.png";"DOMAINE DES BLAÏS ROSÉ 2015"
351;"QUINTA DE VENTOZELO";"Rose";"PT";"douro";4.2;72;"https://images.vivino.com/thumbs/1oxuSpIJRw-JNJeavInOEw_pb_x300.png";"ROSÉ DE VENTOZELO 2017"
352;"BARONE MONTALTO";"Rose";"I";"terre siciliane";4.2;74;"https://images.vivino.com/thumbs/853oRNc2SH-_SMT7yCMzGA_pb_x300.png";"PASSIVENTO NERO D'AVOLA ROSATO 2017"
353;"FATTORIA ALDOBRANDESCA";"Rose";"I";"toscana";4.2;69;"https://images.vivino.com/thumbs/mu0MhRNbSma0xmVFTkt3vA_pb_x300.png";"ALEATICO TOSCANA ROSATO 2016"
354;"L'AVENTURE";"Rose";"united states";"paso robles";4.2;69;"https://images.vivino.com/thumbs/oCOFVV3zQYKZ3G0F6GviBg_pb_x300.png";"ROSÉ N.V."
355;"BARTENURA";"Rose";"I";"malvasia di casorzo d'asti";4.2;68;"https://images.vivino.com/thumbs/sJd7QpiATmqtzQq3xwcvpg_pb_x300.png";"MALVASIA DI CASORZO 2015"
356;"MONTE SALINE";"Rose";"I";"veneto";4.1;69;"https://images.vivino.com/thumbs/KfYk6GnlQfGwCpHgip_lBA_pb_x300.png";"VINTAGE ROSÉ 2015"
357;"ATTANASIO";"Rose";"I";"salento";4.2;67;"https://images.vivino.com/thumbs/_qlLh-E2QRCFawI1u8iyCQ_pb_x300.png";"PRIMITIVO SALENTO ROSATO 2015"
358;"TERRA SANTA";"Rose";"FR";"ile de beaute";4.2;65;"https://images.vivino.com/thumbs/-fNmKlsJRMif2CyneoC3Uw_pb_x300.png";"ROSÉ 2018"
359;"L'AVENIR";"Rose";"south africa";"stellenbosch";4.2;65;"https://images.vivino.com/thumbs/1-jeI4lUQBOkBpGx2MQH7w_pb_x300.png";"GLEN ROSÉ 2018"
360;"CROTEAUX";"Rose";"united states";"long island";4.2;65;"https://images.vivino.com/thumbs/7ZORDdvXRCepP0uwRFqg8Q_pb_x300.png";"181 MERLOT ROSÉ N.V."
361;"PASCAL ET NICOLAS REVERDY";"Rose";"FR";"sancerre";4.2;63;"https://images.vivino.com/thumbs/lMZqkpIVQXSkQv22QB-Rvg_pb_x300.png";"TERRE DE MAIMBRAY ROSE 2015"
362;"BAREFOOT";"Rose";"united states";"california";4.2;63;"https://images.vivino.com/thumbs/5aibQITxTBKxjlbdD3S5lA_pb_x300.png";"RED MOSCATO 2000"
363;"CHÂTEAU D'ESCLANS";"Rose";"FR";"côtes de provence";4.2;62;"https://images.vivino.com/thumbs/67wqpawVTKGh1Ibl--Zr1w_pb_x300.png";"LES CLANS ROSÉ 2010"
364;"CHÂTEAU DE SAINT MARTIN";"Rose";"FR";"côtes de provence";4.2;62;"https://images.vivino.com/thumbs/ODBpWgzbSnuz-rO_guBoyg_pb_x300.png";"ETERNELLE FAVORITE ROSÉ 2017"
365;"COMINCIOLI";"Rose";"I";"benaco bresciano";4.2;61;"https://images.vivino.com/thumbs/1aRHSaUGSgeH7X9DnoKcUw_pb_x300.png";"DIAMANTE ROSÉ 2015"
366;"LIQUID FARM";"Rose";"united states";"happy canyon of santa barbara";4.2;61;"https://images.vivino.com/thumbs/DRKKiypkReWEm-BpptBhQg_pb_x300.png";"VOGELZANG VINEYARD ROSÉ 2014"
367;"BEDROCK WINE CO.";"Rose";"united states";"california";4.2;61;"https://images.vivino.com/thumbs/XcIvCCwpQNK322nDhAuFzA_pb_x300.png";"ODE TO LULU ROSÉ 2016"
368;"KENZO ESTATE";"Rose";"united states";"napa valley";4.2;61;"https://images.vivino.com/thumbs/VETkcbQ8QyyFkZylaOiFfg_pb_x300.png";"YUI ROSÉ 2015"
369;"CHÂTEAU LÉOUBE";"Rose";"FR";"côtes de provence";4.2;60;"https://images.vivino.com/thumbs/ZtUhxN_nQzGEyhnDuJ4JAw_pb_x300.png";"SECRET DE LÉOUBE ROSÉ 2016"
370;"ANTICA TERRA";"Rose";"united states";"willamette valley";4.2;60;"https://images.vivino.com/thumbs/BabqYp3gStC0BEcKDp-BBA_pb_x300.png";"ERRATICA ROSÉ N.V."
371;"LE CONTESSE";"Rose";"I";"veneto";4.2;60;"https://images.vivino.com/thumbs/TBY2Jx51R6O7buebAiuSOQ_pb_x300.png";"SINGLE FERMENTATION PINOT NOIR ROSÉ N.V."
372;"CHÂTEAU DE LA GRILLE";"Rose";"FR";"chinon";4.2;59;"https://images.vivino.com/thumbs/q9VyEmBWSau8eMlzrUezzA_pb_x300.png";"CHINON ROSÉ 2014"
373;"BATIČ";"Rose";"slovenia";"vipava";4.2;58;"https://images.vivino.com/thumbs/JGtf1UccSRab3Tv4lihFNw_pb_x300.png";"ROSÉ 2015"
374;"LIQUID FARM";"Rose";"united states";"happy canyon of santa barbara";4.2;57;"https://images.vivino.com/thumbs/DRKKiypkReWEm-BpptBhQg_pb_x300.png";"VOGELZANG VINEYARD ROSÉ 2015"
375;"COMMANDERIE DE LA BARGEMONE";"Rose";"FR";"coteaux d'aix-en-provence";4.2;56;"https://images.vivino.com/thumbs/-pmXmo26QQikh-t3qLdNLw_pb_x300.png";"ROSÉ 2018"
376;"MARGERUM";"Rose";"united states";"san luis obispo county";4.2;56;"https://images.vivino.com/thumbs/tCjsVWC6TumMGdlmPYzwjA_pb_x300.png";"RIVIERA ROSÉ 2015"
377;"DELLA STAFFA";"Rose";"I";"umbria";4.2;56;"https://images.vivino.com/thumbs/F12HWDn-SdCyB8nl4mn6JQ_pb_x300.png";"CONESTABILE ROSATO 2017"
378;"LONG MEADOW RANCH";"Rose";"united states";"anderson valley";4.2;55;"https://images.vivino.com/thumbs/OhR-I6jlSPuz7Lyz2MCw6w_pb_x300.png";"ANDERSON VALLEY ROSÉ OF PINOT NOIR 2016"
379;"TENUTA SAN FRANCESCO";"Rose";"I";"costa d'amalfi";4.2;55;"https://images.vivino.com/thumbs/sXT3gjeBTBeUnfjTt1L3BQ_pb_x300.png";"COSTA D'AMALFI ROSATO 2014"
380;"PASCAL LAMBERT";"Rose";"FR";"chinon";4.2;55;"https://images.vivino.com/thumbs/MlXeZ-LaQCigZL3BVU_AlA_pb_x300.png";"CUVÉE MATHILDE CHINON ROSÉ N.V."
381;"PEYRASSOL";"Rose";"FR";"côtes de provence";4.2;55;"https://images.vivino.com/thumbs/20Ap8hJ2ScakR7gx0uidIw_pb_x300.png";"LE CLOS PEYRASSOL CÔTES DE PROVENCE ROSÉ 2015"
382;"CHÂTEAU LE PUY";"Rose";"FR";"blaye - côtes de bordeaux";4.2;54;"https://images.vivino.com/thumbs/Ppd7eHIwQzGQN0wZAr-hNQ_pb_x300.png";"ROSE-MARIE N.V."
383;"MAISON L'ENVOYE";"Rose";"FR";"beaujolais";4.2;54;"https://images.vivino.com/thumbs/QqCvdPrHQnecKpCyTU3yBA_pb_x300.png";"LE SAINT PÂLE ROSÉ 2016"
384;"DOMAINE LES TROIS TERRES";"Rose";"FR";"côtes de provence";4.2;53;"https://images.vivino.com/thumbs/GRKXuZIOTVazgzgvuoyPxQ_pb_x300.png";"CÔTES DE PROVENCE ROSÉ 2017"
385;"PEREGRINE";"Rose";"new zealand";"central otago";4.2;53;"https://images.vivino.com/thumbs/WzGdgeDDTbGgvN1U0sallw_pb_x300.png";"PINOT NOIR ROSÉ 2016"
386;"DOMAINE DE PALLUS";"Rose";"FR";"chinon";4.2;52;"https://images.vivino.com/thumbs/OalSbgw8QRqQ58zuL-4szg_pb_x300.png";"MESSANGES ROSÉ CHINON 2018"
387;"PEYRASSOL";"Rose";"FR";"côtes de provence";4.2;51;"https://images.vivino.com/thumbs/20Ap8hJ2ScakR7gx0uidIw_pb_x300.png";"LE CLOS PEYRASSOL CÔTES DE PROVENCE ROSÉ 2017"
388;"BISERNO";"Rose";"I";"terratico di bibbona";4.2;50;"https://images.vivino.com/thumbs/iEwX4t8kQOafQWstJB8Clg_pb_x300.png";"SOF BIBBONA 2015"
389;"PROMISE";"Rose";"united states";"russian river valley";4.2;50;"https://images.vivino.com/thumbs/T-0OVRB-Sz-CXbyEuPlGAA_pb_x300.png";"THE JOY N.V."
390;"CHÂTEAU DE BELLET";"Rose";"FR";"bellet";4.2;48;"https://images.vivino.com/thumbs/EBBOjXXnSFOh5VyjzjIFlw_pb_x300.png";"CUVÉE BARON G. ROSÉ 2015"
391;"BRENDAN TRACEY";"Rose";"FR";"vin de france";4.2;46;"https://images.vivino.com/thumbs/ORJNWnEDQDalvYuWYMiD1A_pb_x300.png";"RUE DE LA SOIF ROSÉ 2016"
392;"CLOS CIBONNE";"Rose";"FR";"côtes de provence";4.2;46;"https://images.vivino.com/thumbs/CEs3G3roR3qkt0mn3gK6Ew_pb_x300.png";"CUVÉE PRESTIGE CAROLINE ROSÉ 2017"
393;"RUTH LEWANDOWSKI";"Rose";"united states";"mendocino county";4.2;45;"https://images.vivino.com/thumbs/UyNLuTh0TvS1OuQJA0xJKg_pb_x300.png";"FEINTS 2016"
394;"DOMAINE DE MONTINE";"Rose";"FR";"drôme";4.2;44;"https://images.vivino.com/thumbs/YYVctT3rT06oPDeHpFRQAg_pb_x300.png";"MUSE ROSÉ 2018"
395;"CHATEAU RÉAL MARTIN";"Rose";"FR";"côtes de provence";4.2;44;"https://images.vivino.com/thumbs/26j2Mao7RSOSpJ4BhyXHSA_pb_x300.png";"PERLE DE ROSÉ CÔTES DE PROVENCE 2017"
396;"CHÂTEAU PUECH-HAUT";"Rose";"FR";"saint-drézéry";4.2;44;"https://images.vivino.com/thumbs/DvZQOj26QleykGQiDdm0nQ_pb_x300.png";"SAINT-DRÉZÉRY TÊTE DE BÉLIER ROSÉ 2013"
397;"LUCCÍO";"Rose";"I";"piemonte";4.2;44;"https://images.vivino.com/thumbs/K4rsUN2GS_-5QahQlVpdBw_pb_x300.png";"STRAWBERRY MOSCATO N.V."
398;"DOMAINE LA BERNARDE";"Rose";"FR";"provence";4.2;44;"https://images.vivino.com/thumbs/aZNJ11uhTJO35TwPPtSa1g_pb_x300.png";"LES HAUTS DU LUC CÔTES DE PROVENCE ROSÉ 2018"
399;"DOMAINES BUNAN";"Rose";"FR";"bandol";4.2;44;"https://images.vivino.com/thumbs/6G9NXbAUQHu6aszkpyiwIw_pb_x300.png";"CHÂTEAU LA ROUVIÈRE ROSÉ 2013"
400;"CHÂTEAU HAUT GLEON";"Rose";"FR";"vallee du paradis";4.2;43;"https://images.vivino.com/thumbs/fXL1jfuERpCdsLkv2qHZ7Q_pb_x300.png";"VALLÉE DU PARADIS ROSÉ 2016"
401;"DOMAINE HIPPOLYTE REVERDY";"Rose";"FR";"upper loire";4.2;43;"https://images.vivino.com/thumbs/YxaUaXBoSSe9Hf-atGwxyQ_pb_x300.png";"SANCERRE ROSÉ 2017"
402;"CHÂTEAU DE PIBARNON";"Rose";"FR";"bandol";4.2;43;"https://images.vivino.com/thumbs/sc6DACwZQy-v_9-QxHzBhw_pb_x300.png";"BANDOL ROSÉ 2010"
403;"CHIVITE";"Rose";"SP";"navarra";4.2;43;"https://images.vivino.com/thumbs/ESS54hWmQXSlMn66uYbPsA_pb_x300.png";"NAVARRA COLECCION 125 ROSADO 2016"
404;"CHRISTIAN BAMBERGER 1658";"Rose";"germany";"nahe";4.2;43;"https://images.vivino.com/thumbs/QztRYHXoRz6Wb882CqRYkw_pb_x300.png";"BLANC DE NOIR MERLOT 2013"
405;"ALAIN GUENEAU";"Rose";"FR";"sancerre";4.2;44;"https://images.vivino.com/thumbs/JEXST_rCTFi9pjidyso40w_pb_x300.png";"CHAVIGNOLET SANCERRE 2016"
406;"POPULIS";"Rose";"united states";"mendocino county";4.2;42;"https://images.vivino.com/highlights/icon/best_user_rated.svg";"REVERSÉE ROSÉ 2018"
407;"ESTANDON";"Rose";"FR";"côtes de provence";4.2;42;"https://images.vivino.com/highlights/icon/best_user_rated.svg";"CÔTES DE PROVENCE ZÉNITH 2018"
408;"CHÂTEAU LÉOUBE";"Rose";"FR";"côtes de provence";4.2;44;"https://images.vivino.com/thumbs/kXCnYIjIROurANgktcJW5w_pb_x300.png";"LÉOUBE LA-LONDE ROSÉ N.V."
409;"DOMAINE DE TERREBRUNE";"Rose";"FR";"bandol";4.2;42;"https://images.vivino.com/thumbs/LOBU6L-fQp-rchWrHMfKjw_pb_x300.png";"TERROIR DU TRIAS DELILLE VIGNERON BANDOL ROSÉ 2014"
410;"ALAIN GUENEAU";"Rose";"FR";"sancerre";4.2;42;"https://images.vivino.com/thumbs/JEXST_rCTFi9pjidyso40w_pb_x300.png";"CHAVIGNOLET SANCERRE 2015"
411;"STREHN";"Rose";"austria";"burgenland";4.2;42;"https://images.vivino.com/thumbs/8mCFmXM_R92YhS22GLQi8Q_pb_x300.png";"BLAUFRÄNKISCH ROSÉ 2016"
412;"DOMAINE DE LA GARENNE";"Rose";"FR";"sancerre";4.2;42;"https://images.vivino.com/thumbs/ImA7zzWpQiud439v4IpHpA_pb_x300.png";"SANCERRE ROSÉ 2018"
413;"NORTH VALLEY";"Rose";"united states";"willamette valley";4.2;42;"https://images.vivino.com/thumbs/pSGD5Is1SGK2utMyU0W1nA_pb_x300.png";"PINOT NOIR ROSÉ 2017"
414;"GOTHIC";"Rose";"united states";"willamette valley";4.2;41;"https://images.vivino.com/thumbs/2uANddo3TNe6E0bDv0cB9g_pb_x300.png";"TELLTALE ROSÉ 2015"
415;"WAIRAU RIVER";"Rose";"new zealand";"marlborough";4.2;41;"https://images.vivino.com/thumbs/Ad8liX0rRq-DPcolc1bHtg_pb_x300.png";"ROSÉ 2016"
416;"TABLAS CREEK VINEYARD";"Rose";"united states";"paso robles";4.2;41;"https://images.vivino.com/thumbs/g7r2VQFnRdGe_GrEc-5Xfg_pb_x300.png";"DIANTHUS 2017"
417;"JERICHO CANYON VINEYARD";"Rose";"united states";"napa valley";4.2;41;"https://images.vivino.com/thumbs/155MYRd4RGWn7YlCEYR7rg_pb_x300.png";"ESTATE ROSÉ N.V."
418;"CHÂTEAU PIGOUDET";"Rose";"FR";"coteaux d'aix-en-provence";4.2;41;"https://images.vivino.com/thumbs/7NuqRindSxW7cXDBQLU4SQ_pb_x300.png";"CLASSIC ROSÉ 2013"
419;"SPELL";"Rose";"united states";"sonoma county";4.2;41;"https://images.vivino.com/thumbs/nzt9ifVVQFiatef7CnlAPw_pb_x300.png";"VIN GRIS OF PINOT NOIR ROSÉ N.V."
420;"ARNOT-ROBERTS";"Rose";"united states";"clear lake";4.2;40;"https://images.vivino.com/thumbs/lG6uTqIARzqFokwpUQ9E-w_pb_x300.png";"ROSÉ 2016"
421;"BODEGA OTAZU";"Rose";"SP";"navarra";4.2;40;"https://images.vivino.com/thumbs/_REIJ0thTZSO9TUqqEFxIQ_pb_x300.png";"OTAZU MERLOT ROSADO 2018"
422;"PEYRASSOL";"Rose";"FR";"côtes de provence";4.2;40;"https://images.vivino.com/thumbs/20Ap8hJ2ScakR7gx0uidIw_pb_x300.png";"LE CLOS PEYRASSOL CÔTES DE PROVENCE ROSÉ 2016"
423;"ORENGA DE GAFFORY";"Rose";"FR";"patrimonio";4.2;39;"https://images.vivino.com/thumbs/op2mSsltRLSlN2oUUy7-bQ_pb_x300.png";"CUVÉE FELICE PATRIMONIO ROSÉ 2016"
424;"CHÂTEAU SAINT BAILLON";"Rose";"FR";"côtes de provence";4.2;39;"https://images.vivino.com/thumbs/mJY39kKdS9WvUheotiVuHA_pb_x300.png";"CÔTES DE PROVENCE ROSÉ 2014"
425;"CHÂTEAU LE PUY";"Rose";"FR";"blaye - côtes de bordeaux";4.2;39;"https://images.vivino.com/thumbs/Ppd7eHIwQzGQN0wZAr-hNQ_pb_x300.png";"ROSE-MARIE 2016"
426;"ELIO PERRONE";"Rose";"I";"piemonte";4.2;39;"https://images.vivino.com/thumbs/kixsM17DQPm1fVhtXU7CVw_pb_x300.png";"BIGARÒ ROSÉ 2013"
427;"FRANÇOIS COTAT";"Rose";"FR";"sancerre";4.2;39;"https://images.vivino.com/thumbs/Brth9y9JRgeSCsnhCj2bXw_pb_x300.png";"CHAVIGNOL SANCERRE ROSÉ 2016"
428;"RABBLE";"Rose";"united states";"paso robles";4.2;39;"https://images.vivino.com/thumbs/3GZrlMBASP2OSXVLuFWdTA_pb_x300.png";"ROSÉ 2018"
429;"MEDLOCK AMES";"Rose";"united states";"alexander valley";4.2;38;"https://images.vivino.com/thumbs/YrfLJsIwQi6NMRYIhd_baA_pb_x300.png";"BELL MOUNTAIN ESTATE ROSÉ 2017"
430;"MT. BOUCHERIE";"Rose";"canada";"okanagan valley";4.2;38;"https://images.vivino.com/highlights/icon/most_user_rated.svg";"ROSÉ 2018"
431;"LA TOUR MELAS";"Rose";"greece";"fthiotida";4.2;38;"https://images.vivino.com/thumbs/9aUmPPTPRXiSZKyQ5FAtTA_pb_x300.png";"IDYLLE D'ACHINOS ROSÉ 2011"
432;"VAN DUZER";"Rose";"united states";"willamette valley";4.2;38;"https://images.vivino.com/thumbs/qUGcWUBrR1C-ueHJ8vlX-A_pb_x300.png";"PINOT NOIR ROSÉ 2013"
433;"DIVISION VILLAGES";"Rose";"united states";"columbia valley";4.2;39;"https://images.vivino.com/thumbs/3OWw0-TpQu6Md345Xn-QZA_pb_x300.png";"L’AVOIRON ROSÉ OF GAMAY NOIR 2016"
434;"CLOS CIBONNE";"Rose";"FR";"côtes de provence";4.3;39;"https://images.vivino.com/thumbs/CEs3G3roR3qkt0mn3gK6Ew_pb_x300.png";"CUVÉE PRESTIGE CAROLINE ROSÉ 2015"
435;"DOMAINE LAFAGE";"Rose";"FR";"côtes du roussillon";4.2;38;"https://images.vivino.com/thumbs/eLc1KykxT9uFfFn0J4nGkg_pb_x300.png";"LA GRANDE CUVÉE ROSÉ 2016"
436;"ALOIS LAGEDER";"Rose";"I";"südtirol - alto adige";4.2;38;"https://images.vivino.com/thumbs/L6AP8-1-SpeRfJzsoJv0Iw_pb_x300.png";"ROSENMUSKATELLER MOSCATO ROSA 2013"
437;"CHÂTEAU MARGÜI";"Rose";"FR";"coteaux varois en provence";4.2;38;"https://images.vivino.com/highlights/icon/best_user_rated.svg";"PERLE DE MARGÜI COTEAUX VAROIS EN PROVENCE ROSÉ 2014"
438;"BINIGRAU";"Rose";"SP";"mallorca";4.2;37;"https://images.vivino.com/thumbs/Y1vteQLUSyy86igTZ5-7aA_pb_x300.png";"E ROSAT (ECOLÒGIC) 2015"
439;"TALAI - BERRI";"Rose";"SP";"getariako txakolina";4.2;37;"https://images.vivino.com/thumbs/dQ33P825RpGSCL6aEjHboA_pb_x300.png";"FINCA JAKUE ROSÉ 2016"
440;"CHÂTEAU LÉOUBE";"Rose";"FR";"côtes de provence";4.2;37;"https://images.vivino.com/thumbs/ZtUhxN_nQzGEyhnDuJ4JAw_pb_x300.png";"SECRET DE LÉOUBE ROSÉ 2014"
441;"CHÂTEAU HERMITAGE SAINT-MARTIN";"Rose";"FR";"côtes de provence";4.2;37;"https://images.vivino.com/thumbs/4SwzC0RSSACNnDJAOEsITw_pb_x300.png";"ENZO ROSÉ 2016"
442;"CAMINO ROCA ALTXERRI";"Rose";"SP";"getariako txakolina";4.2;37;"https://images.vivino.com/thumbs/-0tdQdGHQm6iFVR4S2GnLw_pb_x300.png";"GETARIAKO TXAKOLINA ROSÉ 2016"
443;"CHÂTEAU DE CARAGUILHES";"Rose";"FR";"corbières";4.2;36;"https://images.vivino.com/thumbs/A6x3Ax2STWKTbmAkwn8RgQ_pb_x300.png";"CARA DE CARAGUILHES ROSÉ 2016"
444;"BERTAINE & FILS";"Rose";"FR";"aude";4.2;37;"https://images.vivino.com/thumbs/2Vb0WrgaRUK285q-kN9vmg_pb_x300.png";"ROSÉ 2014"
445;"HERRENHOF LAMPRECHT";"Rose";"austria";"steiermark";4.2;35;"https://images.vivino.com/thumbs/OEzPtEoMTwm1nPnPs5t_3A_pb_x300.png";"PINOT NOIR ROSÉ N.V."
446;"FATTORIA SARDI";"Rose";"I";"toscana";4.2;35;"https://images.vivino.com/thumbs/QCInNrOCRki7Ns6BP2hl4g_pb_x300.png";"LE CICALE ROSATO 2016"
447;"DOMAINE GUILLAMAN";"Rose";"FR";"côtes de gascogne";4.2;34;"https://images.vivino.com/thumbs/iMT78lnUTkiQE36rw4834g_pb_x300.png";"ROSÉ DE PRESSÉE 2017"
448;"KOERNER";"Rose";"australia";"clare valley";4.2;34;"https://thumbs.vivino.com/avatars/-GzV1YftRyaokKbezqcbRw_50x50.jpg";"TIVER VIVIAN VINEYARD ROSÉ 2017"
449;"BARRANCO LONGO";"Rose";"PT";"algarve";4.2;34;"https://images.vivino.com/highlights/icon/top_ranked.svg";"OAKED ROSÉ 2009"
450;"SANTA CLERISSA";"Rose";"I";"delle venezie";4.2;34;"https://thumbs.vivino.com/avatars/0000dvpbw211ha3af4b13b7_50x50.jpg";"RAMATO ROSÉ 2015"
451;"CHÂTEAU PRADEAUX";"Rose";"FR";"bandol";4.2;34;"https://images.vivino.com/thumbs/LXAqwWIuQyus7jvzDP6DkQ_pb_x300.png";"BANDOL ROSÉ 2018"
452;"DOMAINE DE LA BAUME";"Rose";"FR";"languedoc-roussillon";4.2;33;"https://images.vivino.com/thumbs/heCPOeLWQTWeuCEKsW7mwg_pb_x300.png";"PINOT NOIR LES VIGNES D'HELOISE ROSÉ 2018"
453;"CHÂTEAU DE PAMPELONNE";"Rose";"FR";"côtes de provence";4.2;33;"https://images.vivino.com/thumbs/AcGRR_98RCOe3GcHn6C5Cw_pb_x300.png";"LÉGENDE CÔTES DE PROVENCE ROSÉ 2017"
454;"DOMAINE DES CAMPAUX";"Rose";"FR";"côtes de provence";4.2;33;"https://images.vivino.com/thumbs/vMydKUUaQwOnPbaCJAQBfQ_pb_x300.png";"OSÉROSE CÔTES DE PROVENCE ROSÉ 2016"
455;"21 BRIX";"Rose";"united states";"lake erie new york";4.2;33;"https://images.vivino.com/thumbs/uOv1Bc1kRRe2pGnnPpdTOg_pb_x300.png";"THIRSTY ELEPHANT N.V."
456;"BREEZETTE";"Rose";"FR";"côtes de provence";4.2;33;"https://images.vivino.com/thumbs/bgw3opMETVeSOt_Xgz7u8g_pb_x300.png";"CÔTES DE PROVENCE ROSÉ 2018"
457;"FIRMA GEMOED";"Rose";"FR";"rhone valley";4.1;35;"https://images.vivino.com/thumbs/i_yxh_IHQMiWkUK5OLpz1g_pb_x300.png";"LIEVE - ROSÉ N.V."
458;"GOTHIC";"Rose";"united states";"willamette valley";4.2;33;"https://images.vivino.com/thumbs/2uANddo3TNe6E0bDv0cB9g_pb_x300.png";"TELLTALE ROSÉ 2013"
459;"SAINT MITRE";"Rose";"FR";"coteaux varois en provence";4.2;33;"https://images.vivino.com/thumbs/HsFK__ZnRRGCx4XLM0ICuQ_pb_x300.png";"CUVÉE M ROSÉ 2012"
460;"CHÂTEAU DE BERNE";"Rose";"FR";"côtes de provence";4.2;32;"https://images.vivino.com/thumbs/FwpsrGy5Q-i5WmfuK3GwLA_pb_x300.png";"PUR ROSÉ 2015"
461;"GAVOTY";"Rose";"FR";"côtes de provence";4.2;32;"https://images.vivino.com/thumbs/70qRZVC8RGKblSvhU46Eow_pb_x300.png";"CUVÉE CLARENDON CÔTES DE PROVENCE ROSÉ 2015"
462;"FERRY LACOMBE";"Rose";"FR";"côtes de provence";4.2;32;"https://images.vivino.com/thumbs/kGLpZvZ5Q666cy58k4E-QA_pb_x300.png";"NAOS CÔTES DE PROVENCE ROSÉ 2017"
463;"CHÂTEAU SAINTE BÉATRICE";"Rose";"FR";"côtes de provence";4.2;33;"https://images.vivino.com/thumbs/pv6Fez5aQVip4m_XTNCfpw_pb_x300.png";"SUMMER DREAMS CÔTES DE PROVENCE ROSÉ 2016"
464;"DOMAINE DE LA VILLAUDIÈRE";"Rose";"FR";"sancerre";4.2;32;"https://images.vivino.com/thumbs/UzWDNUe9RsWhTF9HdWPasw_pb_x300.png";"SANCERRE ROSÉ 2015"
465;"INMAN FAMILY";"Rose";"united states";"russian river valley";4.2;32;"https://images.vivino.com/thumbs/H-hsiNi6RKyAOvXtfBAGnA_pb_x300.png";"OGV ESTATE ENDLESS CRUSH ROSÉ OF PINOT NOIR 2010"
